season,player_name,team,position,age,games_played,minutes,points,rebounds,assists,steals,blocks,turnovers,field_goals_made,field_goal_attempts,field_goal_pct,three_point_makes,three_point_attempts,three_point_pct,free_throws_made,free_throw_attempts,free_throw_pct,points_pg,rebounds_pg,assists_pg,ts_pct,effective_fg_pct,usage_rate,ast_pct,reb_pct,tov_pct,net_rating
2023-24,Maozinha Pereira,MEM,,23.0,7,121.6333,48,37,2,6,4,5,18,35,0.514,5,13,0.385,7,10,0.7,6.8571,5.2857,0.2857,0.609,0.5857,0.143,0.024,0.1431,0.1126,2.7
2023-24,Marques Bolden,CHA,,26.0,11,121.28,37,34,4,3,7,3,17,25,0.68,0,1,0.0,3,4,0.75,3.3636,3.0909,0.3636,0.691,0.68,0.108,0.052,0.1494,0.1008,-8.5
2023-24,Jahmi'us Ramsey,TOR,,23.0,7,121.085,47,22,8,7,0,7,18,41,0.439,6,22,0.273,5,6,0.833,6.7143,3.1429,1.1429,0.538,0.5122,0.18,0.0933,0.0961,0.1382,-10.4
2023-24,Mouhamadou Gueye,TOR,,25.0,11,119.9417,26,23,5,3,18,12,11,38,0.289,0,3,0.0,4,9,0.444,2.3636,2.0909,0.4545,0.31,0.2895,0.189,0.0545,0.1014,0.2224,-30.9
2023-24,Xavier Moon,LAC,,29.0,14,119.25,33,18,21,3,3,5,15,46,0.326,2,17,0.118,1,2,0.5,2.3571,1.2857,1.5,0.352,0.3478,0.174,0.2325,0.0848,0.0964,-14.0
2023-24,Robert Williams III,POR,,26.0,6,118.75,41,38,5,7,7,7,17,26,0.654,0,0,0.0,7,9,0.778,6.8333,6.3333,0.8333,0.684,0.6538,0.122,0.0631,0.1817,0.1894,-13.3
2023-24,Matt Hurt,MEM,,24.0,8,113.2383,32,16,4,3,3,2,12,34,0.353,5,20,0.25,3,3,1.0,4.0,2.0,0.5,0.453,0.4265,0.134,0.0485,0.0665,0.0536,-6.0
2023-24,Brandon Williams,DAL,,24.0,17,112.87,54,13,17,1,1,7,20,54,0.37,3,15,0.2,11,17,0.647,3.1765,0.7647,1.0,0.439,0.3981,0.239,0.2014,0.0647,0.1022,-21.7
2023-24,Udoka Azubuike,PHX,,24.0,16,112.8283,35,32,3,1,6,4,16,23,0.696,0,0,0.0,3,13,0.231,2.1875,2.0,0.1875,0.609,0.6957,0.121,0.0365,0.1677,0.1222,-21.1
2023-24,Jalen Hood-Schifino,LAL,,21.0,21,108.9833,34,13,8,3,2,9,10,45,0.222,2,15,0.133,12,20,0.6,1.619,0.619,0.381,0.316,0.2444,0.242,0.0925,0.0725,0.1433,-23.0
2023-24,Dylan Windler,ATL,,27.0,17,108.41,43,16,10,2,0,2,15,30,0.5,13,27,0.481,0,0,0.0,2.5294,0.9412,0.5882,0.717,0.7167,0.129,0.1223,0.0797,0.0625,-4.6
2023-24,Malik Williams,TOR,,25.0,7,106.5083,19,38,2,3,4,3,9,34,0.265,1,5,0.2,0,2,0.0,2.7143,5.4286,0.2857,0.272,0.2794,0.148,0.0243,0.1887,0.0792,-24.9
2023-24,Armoni Brooks,BKN,,26.0,10,104.0233,42,18,5,1,1,3,15,46,0.326,11,32,0.344,1,2,0.5,4.2,1.8,0.5,0.448,0.4457,0.188,0.0684,0.0949,0.0601,13.7
2023-24,Maxwell Lewis,LAL,,21.0,34,102.825,11,4,6,2,1,10,4,21,0.19,1,9,0.111,2,3,0.667,0.3235,0.1176,0.1765,0.246,0.2143,0.127,0.069,0.0236,0.3094,-32.6
2023-24,Harry Giles III,LAL,,26.0,23,99.92,56,30,6,2,3,6,23,50,0.46,3,14,0.214,7,13,0.538,2.4348,1.3043,0.2609,0.503,0.49,0.233,0.0917,0.1825,0.0972,-15.8
2023-24,Olivier Sarr,OKC,,25.0,15,98.2017,34,36,2,0,7,3,11,19,0.579,2,6,0.333,10,15,0.667,2.2667,2.4,0.1333,0.664,0.6316,0.124,0.0258,0.2192,0.1049,1.0
2023-24,Jamaree Bouyea,SAS,,25.0,9,94.9,21,19,11,1,0,9,10,28,0.357,1,9,0.111,0,0,0.0,2.3333,2.1111,1.2222,0.375,0.375,0.162,0.1512,0.1045,0.2432,-7.5
2023-24,Josh Minott,MIN,,21.0,32,91.4283,50,17,8,5,5,2,17,36,0.472,4,10,0.4,12,14,0.857,1.5625,0.5312,0.25,0.593,0.5278,0.173,0.129,0.1012,0.0453,6.0
2023-24,Chris Livingston,MIL,,20.0,21,90.5333,26,21,5,2,0,5,11,22,0.5,1,5,0.2,3,4,0.75,1.2381,1.0,0.2381,0.547,0.5227,0.136,0.0727,0.1319,0.1739,-14.3
2023-24,Cole Swider,MIA,,25.0,18,86.7983,42,7,5,1,1,8,15,38,0.395,10,30,0.333,2,2,1.0,2.3333,0.3889,0.2778,0.54,0.5263,0.226,0.0848,0.0473,0.1706,-11.1
2023-24,Terquavion Smith,PHI,,21.0,16,84.4967,52,4,12,8,0,7,18,46,0.391,13,35,0.371,3,5,0.6,3.25,0.25,0.75,0.539,0.5326,0.242,0.2202,0.0277,0.1268,-5.9
2023-24,Admiral Schofield,ORL,,27.0,23,84.3583,26,17,7,1,0,5,10,26,0.385,6,16,0.375,0,2,0.0,1.1304,0.7391,0.3043,0.484,0.5,0.167,0.1152,0.1184,0.1568,-5.2
2023-24,Buddy Boeheim,DET,,24.0,10,84.0017,34,10,3,0,1,0,9,29,0.31,8,25,0.32,8,10,0.8,3.4,1.0,0.3,0.509,0.4483,0.161,0.0524,0.0695,0.0,10.2
2023-24,Jordan Walsh,BOS,,20.0,9,83.4733,15,20,5,5,1,3,6,15,0.4,2,9,0.222,1,2,0.5,1.6667,2.2222,0.5556,0.472,0.4667,0.092,0.0728,0.1349,0.1589,29.9
2023-24,Wenyen Gabriel,BOS,,27.0,5,81.0167,17,25,3,2,2,8,8,22,0.364,1,6,0.167,0,5,0.0,3.4,5.0,0.6,0.351,0.3864,0.166,0.0465,0.1738,0.2484,-7.4
2023-24,James Bouknight,CHA,,23.0,14,80.9,50,9,6,1,1,2,18,41,0.439,13,30,0.433,1,2,0.5,3.5714,0.6429,0.4286,0.597,0.5976,0.24,0.1343,0.0593,0.0456,-7.3
2023-24,Jerome Robinson,GSW,,27.0,22,80.7167,31,6,5,1,3,2,11,33,0.333,2,17,0.118,7,11,0.636,1.4091,0.2727,0.2273,0.41,0.3636,0.188,0.0808,0.0401,0.0502,12.4
2023-24,Ryan Rollins,MIL,,21.0,13,77.85,44,13,14,10,3,8,14,27,0.519,3,4,0.75,13,17,0.765,3.3846,1.0,1.0769,0.638,0.5741,0.214,0.2564,0.095,0.1883,35.4
2023-24,R.J. Hampton,MIA,,23.0,8,76.0217,10,6,8,0,0,3,4,14,0.286,1,8,0.125,1,2,0.5,1.25,0.75,1.0,0.336,0.3214,0.098,0.1317,0.0463,0.1678,10.6
2023-24,Wendell Moore Jr.,MIN,,22.0,25,75.1317,18,12,6,5,1,4,9,18,0.5,0,6,0.0,0,0,0.0,0.72,0.48,0.24,0.5,0.5,0.106,0.1073,0.0869,0.1818,-4.5
2023-24,Nate Hinton,HOU,,25.0,15,74.5517,33,22,10,3,2,3,11,26,0.423,7,14,0.5,4,5,0.8,2.2,1.4667,0.6667,0.585,0.5577,0.156,0.1876,0.1582,0.0962,9.3
2023-24,Mouhamed Gueye,ATL,,21.0,6,72.8,24,22,4,5,4,1,8,23,0.348,3,9,0.333,5,6,0.833,4.0,3.6667,0.6667,0.468,0.413,0.144,0.0702,0.1632,0.0375,-25.2
2023-24,Isaiah Mobley,CLE,,24.0,10,71.9217,23,10,6,2,0,2,10,24,0.417,3,10,0.3,0,1,0.0,2.3,1.0,0.6,0.471,0.4792,0.16,0.1158,0.0807,0.0756,-20.0
2023-24,Jason Preston,UTA,,24.0,7,71.1333,12,17,16,2,1,2,6,19,0.316,0,3,0.0,0,0,0.0,1.7143,2.4286,2.2857,0.316,0.3158,0.121,0.2735,0.1122,0.0952,15.1
2023-24,Boban Marjanovic,HOU,,35.0,14,70.91,45,32,6,1,2,5,18,34,0.529,0,2,0.0,9,14,0.643,3.2143,2.2857,0.4286,0.56,0.5294,0.247,0.139,0.2419,0.1107,-13.4
2023-24,Kobi Simmons,TOR,,26.0,4,67.4333,20,7,12,6,2,1,9,21,0.429,2,8,0.25,0,0,0.0,5.0,1.75,3.0,0.476,0.4762,0.141,0.2461,0.0549,0.0455,-22.3
2023-24,Jett Howard,ORL,,20.0,18,66.5167,29,7,6,2,2,3,10,30,0.333,7,25,0.28,2,4,0.5,1.6111,0.3889,0.3333,0.457,0.45,0.22,0.131,0.0618,0.0863,3.3
2023-24,Keyontae Johnson,OKC,,24.0,9,66.2,11,10,4,1,0,4,5,16,0.313,1,3,0.333,0,0,0.0,1.2222,1.1111,0.4444,0.344,0.3438,0.128,0.0731,0.0903,0.2,-5.8
2023-24,Adama Sanogo,CHI,,22.0,9,65.7617,36,36,0,1,0,5,14,27,0.519,0,0,0.0,8,12,0.667,4.0,4.0,0.0,0.558,0.5185,0.21,0.0,0.3059,0.1341,21.7
2023-24,Robin Lopez,MIL,,36.0,16,64.73,18,5,4,1,3,2,7,19,0.368,2,8,0.25,2,2,1.0,1.125,0.3125,0.25,0.453,0.4211,0.139,0.0799,0.0439,0.0914,-20.1
2023-24,Amari Bailey,CHA,,20.0,10,64.6333,23,9,7,3,0,4,8,24,0.333,1,8,0.125,6,7,0.857,2.3,0.9,0.7,0.425,0.3542,0.207,0.1664,0.0742,0.1287,5.4
2023-24,Moussa Diabaté,LAC,,22.0,11,64.2383,29,24,4,5,1,2,10,19,0.526,0,0,0.0,9,14,0.643,2.6364,2.1818,0.3636,0.576,0.5263,0.171,0.0856,0.21,0.0736,-3.4
2023-24,Jack White,OKC,,26.0,4,63.6483,6,12,1,4,1,2,2,16,0.125,2,10,0.2,0,0,0.0,1.5,3.0,0.25,0.188,0.1875,0.11,0.018,0.1128,0.1111,-22.1
2023-24,Kendall Brown,IND,,21.0,15,62.5083,21,5,5,0,0,2,8,15,0.533,0,2,0.0,5,8,0.625,1.4,0.3333,0.3333,0.567,0.5333,0.135,0.0915,0.0443,0.0975,-19.5
2023-24,Ish Wainright,PHX,,29.0,11,62.39,23,14,1,4,1,2,7,24,0.292,7,20,0.35,2,2,1.0,2.0909,1.2727,0.0909,0.462,0.4375,0.166,0.0212,0.1327,0.0744,-6.3
2023-24,Keon Johnson,BKN,,22.0,5,61.4017,31,7,3,3,1,5,8,21,0.381,4,10,0.4,11,12,0.917,6.2,1.4,0.6,0.59,0.4762,0.212,0.0682,0.0625,0.1598,-19.5
2023-24,Jermaine Samuels Jr.,HOU,,25.0,14,60.1317,20,13,3,1,2,0,9,14,0.643,0,2,0.0,2,2,1.0,1.4286,0.9286,0.2143,0.672,0.6429,0.098,0.07,0.1159,0.0,-9.6
2023-24,Braxton Key,DEN,,27.0,20,59.9833,22,18,9,2,1,1,7,17,0.412,2,5,0.4,6,8,0.75,1.1,0.9,0.45,0.536,0.4706,0.148,0.1877,0.1663,0.0465,-8.3
2023-24,Colin Castleton,LAL,,24.0,16,59.08,24,12,3,2,0,3,9,16,0.563,0,0,0.0,6,6,1.0,1.5,0.75,0.1875,0.644,0.5625,0.157,0.0693,0.1235,0.1386,-35.2
2023-24,TyTy Washington Jr.,MIL,,22.0,11,55.9217,14,5,5,3,0,2,6,20,0.3,2,6,0.333,0,0,0.0,1.2727,0.4545,0.4545,0.35,0.35,0.165,0.1155,0.0509,0.0909,-14.3
2023-24,Dereon Seabron,NOP,,24.0,6,55.0833,14,7,5,2,1,0,4,13,0.308,1,2,0.5,5,6,0.833,2.3333,1.1667,0.8333,0.448,0.3462,0.122,0.1115,0.0703,0.0,26.3
2023-24,Juan Toscano-Anderson,SAC,,31.0,11,52.6633,7,14,4,1,1,2,3,12,0.25,1,4,0.25,0,0,0.0,0.6364,1.2727,0.3636,0.292,0.2917,0.106,0.0908,0.1504,0.1429,-0.1
2023-24,Leonard Miller,MIN,,20.0,17,52.4,29,20,8,2,1,1,13,20,0.65,2,5,0.4,1,2,0.5,1.7059,1.1765,0.4706,0.694,0.7,0.157,0.2478,0.2076,0.0457,3.2
2023-24,Seth Lundy,ATL,,24.0,9,51.9833,14,7,0,0,0,1,4,17,0.235,3,13,0.231,3,4,0.75,1.5556,0.7778,0.0,0.373,0.3235,0.168,0.0,0.0727,0.0506,-11.7
2023-24,David Duke Jr.,SAS,,24.0,4,51.35,26,10,5,2,0,3,10,18,0.556,3,6,0.5,3,3,1.0,6.5,2.5,1.25,0.673,0.6389,0.179,0.1437,0.1017,0.1344,4.4
2023-24,Daishen Nix,MIN,,22.0,15,49.7833,27,3,6,5,0,5,9,24,0.375,6,17,0.353,3,6,0.5,1.8,0.2,0.4,0.507,0.5,0.241,0.1764,0.0328,0.158,20.2
2023-24,Jay Huff,DEN,,26.0,20,49.325,23,11,2,2,3,1,9,15,0.6,3,9,0.333,2,2,1.0,1.15,0.55,0.1,0.724,0.7,0.14,0.0553,0.1236,0.0592,-7.9
2023-24,Hunter Tyson,DEN,,24.0,18,47.9767,20,9,2,1,0,2,8,20,0.4,4,14,0.286,0,0,0.0,1.1111,0.5,0.1111,0.5,0.5,0.186,0.0556,0.104,0.0909,2.7
2023-24,James Johnson,IND,,37.0,9,47.195,8,4,8,5,1,5,3,10,0.3,0,2,0.0,2,2,1.0,0.8889,0.4444,0.8889,0.368,0.3,0.137,0.1806,0.0469,0.3149,3.8
2023-24,DaQuan Jeffries,NYK,,26.0,17,45.975,14,5,5,0,1,3,6,17,0.353,2,10,0.2,0,2,0.0,0.8235,0.2941,0.2941,0.391,0.4118,0.193,0.1475,0.0643,0.1437,-7.4
2023-24,Ryan Arcidiacono,NYK,,30.0,20,45.155,0,8,4,2,0,2,0,6,0.0,0,6,0.0,0,0,0.0,0.0,0.4,0.2,0.0,0.0,0.074,0.1021,0.1047,0.25,2.1
2023-24,Frank Ntilikina,CHA,,25.0,5,42.9,5,6,4,0,0,1,1,9,0.111,1,8,0.125,2,2,1.0,1.0,1.2,0.8,0.253,0.1667,0.111,0.1241,0.0745,0.0919,0.2
2023-24,Oscar Tshiebwe,IND,,24.0,8,41.9167,26,16,2,2,1,0,10,20,0.5,0,0,0.0,6,8,0.75,3.25,2.0,0.25,0.553,0.5,0.205,0.0625,0.2112,0.0,15.9
2023-24,D'Moi Hodge,LAL,,25.0,7,41.2433,14,0,5,1,1,1,5,15,0.333,3,12,0.25,1,2,0.5,2.0,0.0,0.7143,0.441,0.4333,0.172,0.1587,0.0,0.0592,-44.2
2023-24,Taze Moore,POR,,26.0,4,40.3333,18,8,5,2,0,3,8,19,0.421,1,7,0.143,1,2,0.5,4.5,2.0,1.25,0.453,0.4474,0.209,0.2024,0.1126,0.1311,-26.6
2023-24,Alex Fudge,DAL,,21.0,6,40.2167,15,5,0,3,0,2,6,15,0.4,1,5,0.2,2,2,1.0,2.5,0.8333,0.0,0.472,0.4333,0.176,0.0,0.0698,0.1119,-47.3
2023-24,Greg Brown III,DAL,,22.0,6,39.7433,15,9,4,0,4,4,5,11,0.455,1,3,0.333,4,9,0.444,2.5,1.5,0.6667,0.501,0.5,0.178,0.1259,0.1272,0.211,-9.6
2023-24,RaiQuan Gray,SAS,,24.0,3,39.0333,23,7,6,1,1,1,10,17,0.588,3,7,0.429,0,0,0.0,7.6667,2.3333,2.0,0.676,0.6765,0.2,0.2496,0.0936,0.0556,15.7
2023-24,JD Davison,BOS,,21.0,8,39.01,16,10,10,1,1,2,5,12,0.417,3,7,0.429,3,4,0.75,2.0,1.25,1.25,0.581,0.5417,0.16,0.3346,0.1443,0.1269,29.6
2023-24,Jacob Toppin,NYK,,24.0,9,38.1517,13,7,3,0,1,1,5,9,0.556,1,4,0.25,2,2,1.0,1.4444,0.7778,0.3333,0.658,0.6111,0.133,0.1067,0.1084,0.0919,-19.8
2023-24,Charlie Brown Jr.,NYK,,27.0,8,37.2833,6,2,0,0,2,2,2,10,0.2,2,7,0.286,0,0,0.0,0.75,0.25,0.0,0.3,0.3,0.145,0.0,0.0317,0.1667,-1.0
2023-24,Jalen Slawson,SAC,,24.0,12,36.975,8,7,2,1,1,2,4,6,0.667,0,2,0.0,0,0,0.0,0.6667,0.5833,0.1667,0.667,0.6667,0.088,0.0689,0.1071,0.25,-9.5
2023-24,D.J. Carton,TOR,,23.0,4,35.5333,11,4,3,1,0,1,3,8,0.375,1,4,0.25,4,5,0.8,2.75,1.0,0.75,0.539,0.4375,0.125,0.1093,0.0595,0.0893,-41.3
2023-24,Henri Drell,CHI,,24.0,4,29.9167,11,4,4,2,1,2,4,10,0.4,2,6,0.333,1,2,0.5,2.75,1.0,1.0,0.506,0.5,0.155,0.1834,0.0747,0.1553,7.2
2023-24,Dexter Dennis,DAL,,25.0,4,29.8667,22,9,4,0,1,3,10,19,0.526,1,8,0.125,1,3,0.333,5.5,2.25,1.0,0.541,0.5526,0.278,0.227,0.1692,0.1286,-11.0
2023-24,Jordan Miller,LAC,,24.0,8,28.1917,13,5,0,0,0,1,5,9,0.556,1,2,0.5,2,2,1.0,1.625,0.625,0.0,0.658,0.6111,0.153,0.0,0.0997,0.0919,-24.4
2023-24,Mason Jones,SAC,,25.0,5,27.6833,7,5,5,1,0,2,2,8,0.25,2,7,0.286,1,2,0.5,1.4,1.0,1.0,0.394,0.375,0.155,0.2199,0.1022,0.1838,-8.9
2023-24,Pete Nance,CLE,,24.0,8,27.35,3,3,0,1,0,1,1,6,0.167,1,1,1.0,0,2,0.0,0.375,0.375,0.0,0.218,0.25,0.138,0.0,0.0636,0.1269,-42.2
2023-24,Pat Spencer,GSW,,27.0,6,25.65,4,4,5,0,0,1,2,4,0.5,0,2,0.0,0,0,0.0,0.6667,0.6667,0.8333,0.5,0.5,0.077,0.2362,0.0842,0.2,-14.7
2023-24,Mamadi Diakite,NYK,,27.0,6,24.435,12,4,2,1,1,1,4,6,0.667,0,1,0.0,4,6,0.667,2.0,0.6667,0.3333,0.694,0.6667,0.175,0.1163,0.0968,0.1037,7.5
2023-24,Dariq Whitehead,BKN,,19.0,2,23.9833,3,4,3,0,1,0,1,5,0.2,0,3,0.0,1,2,0.5,1.5,2.0,1.5,0.255,0.2,0.094,0.1554,0.0914,0.0,-42.8
2023-24,E.J. Liddell,NOP,,23.0,8,23.0833,4,5,1,2,2,2,1,6,0.167,0,5,0.0,2,2,1.0,0.5,0.625,0.125,0.291,0.1667,0.148,0.0514,0.1198,0.2252,-11.7
2023-24,Drew Peterson,BOS,,24.0,3,22.6833,11,1,1,2,0,1,4,6,0.667,3,5,0.6,0,0,0.0,3.6667,0.3333,0.3333,0.917,0.9167,0.123,0.0614,0.0248,0.1429,16.0
2023-24,Jordan Ford,SAC,,26.0,6,21.8167,12,2,2,0,0,1,4,7,0.571,2,3,0.667,2,2,1.0,2.0,0.3333,0.3333,0.761,0.7143,0.184,0.129,0.0519,0.1126,28.9
2023-24,Isaiah Thomas,PHX,,35.0,6,19.3833,8,0,3,0,0,0,3,10,0.3,2,4,0.5,0,0,0.0,1.3333,0.0,0.5,0.4,0.4,0.227,0.2165,0.0,0.0,-42.9
2023-24,Danny Green,PHI,,37.0,2,18.45,0,2,1,1,0,0,0,2,0.0,0,1,0.0,0,0,0.0,0.0,1.0,0.5,0.0,0.0,0.043,0.0632,0.0635,0.0,-5.9
2023-24,Usman Garuba,GSW,,22.0,6,17.7833,3,7,1,1,3,2,1,6,0.167,0,1,0.0,1,2,0.5,0.5,1.1667,0.1667,0.218,0.1667,0.18,0.0664,0.2124,0.2252,-39.7
2023-24,Alondes Williams,MIA,,25.0,7,15.595,5,1,0,0,1,2,2,8,0.25,0,4,0.0,1,1,1.0,0.7143,0.1429,0.0,0.296,0.25,0.25,0.0,0.0376,0.1916,-52.6
2023-24,D.J. Wilson,ORL,,28.0,2,15.4667,10,2,2,0,2,0,4,6,0.667,2,2,1.0,0,0,0.0,5.0,1.0,1.0,0.833,0.8333,0.182,0.2228,0.076,0.0,2.8
2023-24,Ty Jerome,CLE,,26.0,2,14.8167,4,1,3,0,0,1,2,4,0.5,0,1,0.0,0,0,0.0,2.0,0.5,1.5,0.5,0.5,0.147,0.2794,0.0392,0.2,-37.1
2023-24,Adam Flagler,OKC,,24.0,2,14.0167,3,0,4,0,0,0,1,7,0.143,1,6,0.167,0,0,0.0,1.5,0.0,2.0,0.214,0.2143,0.212,0.3433,0.0,0.0,0.0
2023-24,Andrew Funk,CHI,,24.0,5,13.4,0,0,0,1,1,0,0,4,0.0,0,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0.0,0.0,0.0,17.0
2023-24,Quenton Jackson,IND,,25.0,3,10.5333,2,4,2,1,0,0,0,1,0.0,0,0,0.0,2,2,1.0,0.6667,1.3333,0.6667,0.532,0.0,0.083,0.1895,0.2101,0.0,0.0
2023-24,Joshua Primo,LAC,,21.0,2,10.2667,2,1,0,0,1,4,1,3,0.333,0,1,0.0,0,0,0.0,1.0,0.5,0.0,0.333,0.3333,0.259,0.0,0.0547,0.5714,-12.9
2023-24,Filip Petrusev,PHI,,24.0,3,9.31,3,1,0,0,0,0,1,2,0.5,0,0,0.0,1,2,0.5,1.0,0.3333,0.0,0.521,0.5,0.15,0.0,0.0629,0.0,30.0
2023-24,Lindell Wigginton,MIL,,26.0,3,7.63,6,0,0,0,0,1,2,5,0.4,0,2,0.0,2,2,1.0,2.0,0.0,0.0,0.51,0.4,0.412,0.0,0.0,0.1453,-66.5
2023-24,Kaiser Gates,NOP,,27.0,1,7.4333,0,1,0,0,0,0,0,4,0.0,0,2,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.222,0.0,0.0744,0.0,-7.0
2023-24,Kevon Harris,ORL,,27.0,2,6.05,4,2,1,0,0,1,2,3,0.667,0,0,0.0,0,0,0.0,2.0,1.0,0.5,0.667,0.6667,0.286,0.3251,0.1943,0.25,9.5
2023-24,Shaquille Harrison,MEM,,30.0,3,5.9667,2,2,0,0,1,0,1,2,0.5,0,0,0.0,0,0,0.0,0.6667,0.6667,0.0,0.5,0.5,0.154,0.0,0.1577,0.0,-75.3
2023-24,Hamidou Diallo,WAS,,25.0,2,4.75,2,2,1,2,0,1,1,2,0.5,0,0,0.0,0,0,0.0,1.0,1.0,0.5,0.5,0.5,0.188,0.2972,0.2054,0.3333,31.8
2023-24,Isaiah Wong,IND,,23.0,1,4.2833,2,0,0,0,0,0,1,3,0.333,0,1,0.0,0,0,0.0,2.0,0.0,0.0,0.333,0.3333,0.375,0.0,0.0,0.0,-47.2
2023-24,Ron Harper Jr.,TOR,,24.0,1,3.65,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,,0.0,0.3199,0.0,,-88.9
2023-24,Markquis Nowell,TOR,,24.0,1,3.5167,2,2,2,1,0,0,0,1,0.0,0,0,0.0,2,2,1.0,2.0,2.0,2.0,0.532,0.0,0.222,0.664,0.3007,0.0,66.1
2023-24,Izaiah Brockington,NOP,,24.0,1,3.3833,4,2,0,0,0,0,2,5,0.4,0,1,0.0,0,0,0.0,4.0,2.0,0.0,0.4,0.4,0.385,0.0,0.3269,0.0,50.0
2023-24,Jalen Crutcher,NOP,,24.0,1,2.65,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,20.0
2023-24,Malcolm Cazalon,DET,,22.0,1,2.5833,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,83.3
2023-24,Dmytro Skapintsev,NYK,,26.0,2,2.1333,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,15.0
2023-24,Justin Jackson,MIN,,29.0,2,0.7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
2023-24,Javonte Smart,PHI,,25.0,1,0.6667,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-150.0
